COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Vivendi,Peer group,Violent genre
TEST DRIVE WIDE OPEN,2,0,1,1,TEST DRIVE,,ATARI,ANGEL STUDIOS,RACING,ACTION ORIENTED RACING,01-Aug-01,2001,8,E,NO,No,No,Non violent
TETRIS WORLDS,3,1,1,1,TETRIS,,THQ ,BLUE PLANET SOFTWARE,FAMILY ,PUZZLE GAMES,01-Mar-02,2002,3,E,NO,No,Yes,Non violent
TETRIS WORLDS ONLINE,1,0,1,0,TETRIS,,THQ ,RADICAL ENTERTAINMENT,FAMILY ,PUZZLE GAMES,01-Jun-03,2003,6,E,YES,No,Yes,Non violent
THE BARD'S TALE,2,0,1,1,,,INXILE ,INXILE ENTERTAINMENT,RPG,RPG,01-Oct-04,2004,10,T,NO,No,No,Non violent
THE BOUNCER,1,0,0,1,,,SQUARE ENIX INC ,DREAMFACTORY,ACTION,GENERAL ACTION,01-Mar-01,2001,3,T,NO,No,No,Violent
THE DUKES OF HAZZARD: RETURN OF,2,0,1,1,DUKES OF HAZZARD,OTHER,UBISOFT,RATBAG GAMES,RACING,ACTION ORIENTED RACING,01-Sep-04,2004,9,E,NO,No,Yes,Non violent
THE FAIRLY ODD PARENTS!: SHADOW,2,1,0,1,THE FAIRLYODD PARENTS,THE FAIRLY ODDPARENTS,THQ ,BLITZ GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-04,2004,9,E,NO,No,Yes,Violent
THE FAIRLYODD PARENTS!: BREAKIN',3,1,1,1,THE FAIRLYODD PARENTS,THE FAIRLY ODDPARENTS,THQ ,BLITZ GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-03,2003,11,E,NO,No,Yes,Violent
THE GETAWAY,1,0,0,1,THE GETAWAY,,SONY ,TEAM SOHO,ACTION,ACTION/DRIVING HYBRID,01-Jan-03,2003,1,M,NO,No,Yes,Violent
THE GREAT ESCAPE,2,0,1,1,,OTHER,TAKE 2 INTERACTIVE ,PIVOTAL GAMES,ACTION,GENERAL ACTION,01-Jul-03,2003,7,M,NO,No,No,Violent
THE GUY GAME,2,0,1,1,,,TAKE 2 INTERACTIVE ,TOP HEAVY STUDIOS,OTHER GAMES,ADULT,01-Sep-04,2004,9,M,NO,No,No,Non violent
THE HAUNTED MANSION,3,1,1,1,,DISNEY ALL OTHER,TAKE 2 INTERACTIVE ,HIGH VOLTAGE SOFTWARE,ADVENTURE,GENERAL ADVENTURE,01-Oct-03,2003,10,T,NO,No,No,Non violent
THE HOBBIT,3,1,1,1,,OTHER,VIVENDI UNIVERSAL ,INEVITABLE ENTERTAINMENT,RPG,RPG,01-Nov-03,2003,11,E,NO,Vivendi,Yes,Non violent
THE INCREDIBLES,3,1,1,1,THE INCREDIBLES,INCREDIBLES,THQ ,HEAVY IRON STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,T,NO,No,Yes,Violent
THE ITALIAN JOB,3,1,1,1,,OTHER,EIDOS INTERACTIVE ,CLIMAX GROUP,RACING,COMBAT ORIENTED RACING,01-Jun-03,2003,6,T,NO,No,No,Non violent
THE MARK OF KRI,1,0,0,1,,,SONY ,SONY COMPUTER ENTERTAINMENT,ADVENTURE,GENERAL ADVENTURE,01-Jul-02,2002,7,M,NO,No,Yes,Non violent
THE MUMMY RETURNS,1,0,0,1,THE MUMMY,OTHER,VIVENDI UNIVERSAL ,BLITZ GAMES,ACTION,GENERAL ACTION,01-Sep-01,2001,9,T,NO,Vivendi,Yes,Violent
THE SIMS,3,1,1,1,THE SIMS,,ELECTRONIC ARTS,EDGE OF REALITY,STRATEGY,LIFE SIMULATIONS,01-Jan-03,2003,1,T,NO,No,Yes,Non violent
THE SIMS: BUSTIN' OUT,3,1,1,1,THE SIMS,,ELECTRONIC ARTS,MAXIS,STRATEGY,LIFE SIMULATIONS,01-Dec-03,2003,12,T,NO,No,Yes,Non violent
THE SUFFERING,2,0,1,1,,,MIDWAY,MIDWAY HOME ENTERTAINMENT,ADVENTURE,SURVIVAL HORROR,01-Mar-04,2004,3,M,NO,No,No,Non violent
THE THING,2,0,1,1,,OTHER,VIVENDI UNIVERSAL ,COMPUTER ARTWORKS,ADVENTURE,SURVIVAL HORROR,01-Aug-02,2002,8,M,NO,Vivendi,Yes,Non violent
THE URBZ: SIMS IN THE CITY,3,1,1,1,THE SIMS,,ELECTRONIC ARTS,MAXIS,STRATEGY,LIFE SIMULATIONS,01-Nov-04,2004,11,T,NO,No,Yes,Non violent
THEME PARK ROLLER,1,0,0,1,THEME PARK,,ELECTRONIC ARTS,BULLFROG PRODUCTIONS,STRATEGY,LIFE SIMULATIONS,01-Dec-00,2000,12,E,NO,No,Yes,Non violent
THIEF DEADLY SHADOWS,1,0,1,0,THIEF,,EIDOS INTERACTIVE ,ION STORM,ACTION,STEALTH ACTION,01-May-04,2004,5,M,NO,No,No,Violent
THUNDERSTRIKE:PHOENIX,1,0,0,1,THUNDERSTRIKE,,EIDOS INTERACTIVE ,CORE DESIGN,FLIGHT,AIR COMBAT SIMULATIONS,01-Oct-01,2001,10,T,NO,No,No,Non violent
TIGER WOODS PGA TOUR 2001,1,0,0,1,TIGER WOODS,PRO GOLF,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,GOLF,01-Feb-01,2001,2,E,NO,No,Yes,Non violent
TIGER WOODS PGA TOUR 2002,1,0,0,1,TIGER WOODS,PRO GOLF,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,GOLF,01-Feb-02,2002,2,E,NO,No,Yes,Non violent
TIGER WOODS PGA TOUR 2003,3,1,1,1,TIGER WOODS,PRO GOLF,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,GOLF,01-Oct-02,2002,10,E,NO,No,Yes,Non violent
TIGER WOODS PGA TOUR 2004,3,1,1,1,TIGER WOODS,PRO GOLF,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,GOLF,01-Sep-03,2003,9,E,NO,No,Yes,Non violent
TIGER WOODS PGA TOUR 2005,3,1,1,1,TIGER WOODS,PRO GOLF,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,GOLF,01-Sep-04,2004,9,E,NO,No,Yes,Non violent
TIME CRISIS 2,2,0,0,2,TIME CRISIS,,NAMCO,NAMCO,SHOOTER,OTHER SHOOTER,01-Sep-01,2001,9,T,NO,No,No,Violent
TIME CRISIS 3,2,0,0,2,TIME CRISIS,,NAMCO,NAMCO,SHOOTER,OTHER SHOOTER,01-Oct-03,2003,10,T,NO,No,No,Violent
TIME CRISIS: CRISIS ZONE,2,0,0,2,TIME CRISIS,,NAMCO,NAMCO,SHOOTER,OTHER SHOOTER,01-Oct-04,2004,10,T,NO,No,No,Violent
TIME SPLITTERS,1,0,0,1,TIMESPLITTERS,,EIDOS INTERACTIVE ,FREE RADICAL DESIGN,SHOOTER,1ST PERSON SHOOTER,01-Oct-00,2000,10,T,NO,No,No,Violent
TIMESPLITTERS 2,3,1,1,1,TIMESPLITTERS,,EIDOS INTERACTIVE ,FREE RADICAL DESIGN,SHOOTER,1ST PERSON SHOOTER,01-Oct-02,2002,10,T,NO,No,No,Violent
TOCA RACE 2/MCRAE 04,1,0,1,0,BUNDLE,PRO RACING ALL OTHER,CODEMASTERS,CODEMASTERS,OTHER GAMES,OTHER GAMES,01-Oct-04,2004,10,T,YES,No,No,Non violent
TOCA RACE DRIVER 2,2,0,1,1,PRO RACE DRIVER,PRO RACING ALL OTHER,CODEMASTERS,CODEMASTERS,RACING,SPORTS ORIENTED RACING,01-Apr-04,2004,4,T,YES,No,No,Non violent
TOEJAM & EARL III,1,0,1,0,TOEJAM & EARL,,SEGA OF AMERICA,TOEJAM & EARL PRODUCTIONS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,T,NO,No,No,Violent
TOKYO XTREME RACER,1,0,0,1,TOKYO XTREME RACER,,CRAVE ,,RACING,ACTION ORIENTED RACING,01-May-01,2001,5,E,NO,No,No,Non violent
TOKYO XTREME RACER 3,1,0,0,1,TOKYO XTREME RACER,OTHER,CRAVE ,GENKI,RACING,ACTION ORIENTED RACING,01-Nov-03,2003,11,E,NO,No,No,Non violent
TOM AND JERRY WAR OF THE WHISKER,3,1,1,1,TOM & JERRY,TOM & JERRY,NEWKIDCO,NEWKIDCO,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-02,2002,11,T,NO,No,No,Violent
TOM CLANCY: GHOST RECON,3,1,1,1,TOM CLANCY,TOM CLANCY,UBISOFT,UBISOFT ENTERTAINMENT,SHOOTER,SQUAD BASED COMBAT,01-Nov-02,2002,2,M,NO,No,Yes,Violent
TOM CLANCY'S GHOST RECON 2,2,0,1,1,TOM CLANCY,TOM CLANCY,UBISOFT,RED STORM ENTERTAINMENT,SHOOTER,SQUAD BASED COMBAT,01-Nov-04,2004,11,T,YES,No,Yes,Violent
TOM CLANCY'S GHOST RECON JUNGLE,1,0,0,1,TOM CLANCY,TOM CLANCY,UBISOFT,UBISOFT ENTERTAINMENT,SHOOTER,SQUAD BASED COMBAT,01-Mar-04,2004,3,M,YES,No,Yes,Violent
TOM CLANCY'S RAINBOW SIX 3,4,1,2,1,TOM CLANCY,TOM CLANCY,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Oct-03,2003,3,M,NO,No,Yes,Violent
TOM CLANCY'S SPLINTER CELL,3,1,1,1,TOM CLANCY,TOM CLANCY,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,STEALTH ACTION,01-Nov-02,2002,4,T,NO,No,Yes,Violent
TOM CLANCY'S SPLINTER CELL: PAND,3,1,1,1,TOM CLANCY,TOM CLANCY,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,STEALTH ACTION,01-Mar-04,2004,3,T,NO,No,Yes,Violent
TOM CLANCY'S THE SUM OF ALL FEAR,1,1,0,0,,TOM CLANCY,UBISOFT,RED STORM ENTERTAINMENT,SHOOTER,SQUAD BASED COMBAT,01-Jan-03,2003,1,T,NO,No,Yes,Violent
TOMB RAIDER ANGEL OF DARKNESS,1,0,0,1,TOMB RAIDER,TOMB RAIDER,EIDOS INTERACTIVE ,CORE DESIGN,ADVENTURE,GENERAL ADVENTURE,01-Jun-03,2003,6,T,NO,No,No,Non violent
TONKA RESCUE PATROL,1,1,0,0,TONKA,TONKA,TAKE 2 INTERACTIVE ,LUCKY CHICKEN GAMES,CHILDREN'S ,CHILDREN'S GAMES,01-Nov-03,2003,11,E,NO,No,No,Non violent
TONY HAWK'S PRO SKATER 2,1,0,1,0,TONY HAWK,TONY HAWK,ACTIVISION,NEVERSOFT ENTERTAINMENT,SPORTS,EXTREME SPORTS,01-Nov-01,2001,11,T,NO,No,No,Non violent
TONY HAWK'S PRO SKATER 3,3,1,1,1,TONY HAWK,TONY HAWK,ACTIVISION,NEVERSOFT ENTERTAINMENT,SPORTS,EXTREME SPORTS,01-Oct-01,2001,3,T,NO,No,No,Non violent
TONY HAWK'S PRO SKATER 4,3,1,1,1,TONY HAWK,TONY HAWK,ACTIVISION,NEVERSOFT ENTERTAINMENT,SPORTS,EXTREME SPORTS,01-Oct-02,2002,10,T,NO,No,No,Non violent
TONY HAWK'S UNDERGROUND,3,1,1,1,TONY HAWK,TONY HAWK,ACTIVISION,NEVERSOFT ENTERTAINMENT,SPORTS,EXTREME SPORTS,01-Oct-03,2003,10,T,NO,No,No,Non violent
TONY HAWK'S UNDERGROUND 2,3,1,1,1,TONY HAWK,TONY HAWK,ACTIVISION,NEVERSOFT ENTERTAINMENT,SPORTS,EXTREME SPORTS,01-Oct-04,2004,10,T,NO,No,No,Non violent
TOP ANGLER,1,0,0,1,,,XICAT INTERACTIVE,SIMS,SPORTS,FISHING,01-Mar-02,2002,3,E,NO,No,No,Non violent
TOP GEAR DARE DEVIL,1,0,0,1,TOP GEAR,,KEMCO AMERICA,PAPAYA STUDIO,RACING,ACTION ORIENTED RACING,01-Dec-00,2000,12,E,NO,No,No,Non violent
TOP GUN: COMBAT ZONES,2,1,0,1,TOP GUN,,TITUS INTERACTIVE,DIGITAL INTEGRATION,FLIGHT,AIR COMBAT SIMULATIONS,01-Oct-01,2001,10,E,NO,No,No,Non violent
TOP SPIN,1,0,1,0,,PRO TENNIS,MICROSOFT ,PAM DEVELOPMENT,SPORTS,TENNIS,01-Oct-03,2003,10,E,YES,No,No,Non violent
TOTAL IMMERSION RACING,2,0,1,1,,,VIVENDI UNIVERSAL ,RAZORWORKS,RACING,SPORTS ORIENTED RACING,01-Nov-02,2002,11,E,NO,Vivendi,Yes,Non violent
TOTALED!,1,0,1,0,,,MAJESCO,RAGE SOFTWARE,RACING,ACTION ORIENTED RACING,01-Aug-02,2002,8,T,NO,No,No,Non violent
TOURNAMENT PAINTBALL,1,0,1,0,,,ACTIVISION,WXP,SPORTS,EXTREME SPORTS,01-Nov-04,2004,11,T,YES,No,No,Non violent
TOXIC GRIND,1,0,1,0,,,THQ ,BLUE SHIFT,SPORTS,EXTREME SPORTS,01-Oct-02,2002,10,T,NO,No,Yes,Non violent
TRANSFORMERS,1,0,0,1,TRANSFORMERS,TRANSFORMERS,ATARI,MELBOURNE HOUSE SOFTWARE,ACTION,GENERAL ACTION,01-May-04,2004,5,T,NO,No,No,Violent
TRANSWORLD SNOWBOARD,1,0,1,0,,,ATARI,HOUSEMARQUE,SPORTS,EXTREME SPORTS,01-Oct-02,2002,10,T,NO,No,No,Non violent
TRANSWORLD SURF,2,0,1,1,TRANSWORLD SURF,,ATARI,ANGEL STUDIOS,SPORTS,EXTREME SPORTS,01-Nov-01,2001,4,T,NO,No,No,Non violent
TRANSWORLD SURF: NEXT,1,1,0,0,TRANSWORLD SURF,,ATARI,ANGEL STUDIOS,SPORTS,EXTREME SPORTS,01-Mar-03,2003,3,T,NO,No,No,Non violent
TREASURE PLANET,2,0,0,2,TREASURE PLANET,TREASURE PLANET,BUENA VISTA GAMES ,BIZARRE CREATIONS,ADVENTURE,GENERAL ADVENTURE,01-Nov-02,2002,11,E,NO,No,No,Non violent
TRIBES:AERIAL ASSAULT,1,0,0,1,TRIBES,,VIVENDI UNIVERSAL ,INEVITABLE ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Sep-02,2002,9,T,YES,Vivendi,Yes,Violent
TRIGGER MAN,3,1,1,1,,,CRAVE ,POINT OF VIEW,ACTION,GENERAL ACTION,01-Oct-04,2004,10,T,NO,No,No,Violent
TRIPLE PLAY 2002,2,0,1,1,TRIPLE PLAY,MAJOR LEAGUE BASEBALL (MLB),ELECTRONIC ARTS,PANDEMIC STUDIOS,SPORTS,BASEBALL,01-Mar-02,2002,3,E,NO,No,Yes,Non violent
TRIPLE PLAY BASEBALL,1,0,0,1,TRIPLE PLAY,MAJOR LEAGUE BASEBALL (MLB),ELECTRONIC ARTS,TREYARCH INVENTION,SPORTS,BASEBALL,01-Mar-01,2001,3,E,NO,No,Yes,Non violent
TRIVIAL PURSUIT UNHINGED,2,0,1,1,TRIVIAL PURSUIT,TRIVIAL PURSUIT,ATARI,ARTECH STUDIOS,FAMILY ,TRADITIONAL BOARD GAMES,01-Mar-04,2004,3,T,YES,No,No,Non violent
TRON 2.0: KILLER APP,1,0,1,0,,,BUENA VISTA GAMES ,CLIMAX GROUP,SHOOTER,1ST PERSON SHOOTER,01-Nov-04,2004,11,T,YES,No,No,Violent
TRUE CRIME: STREETS OF L.A.,3,1,1,1,,,ACTIVISION,LUXOFLUX,ACTION,ACTION/DRIVING HYBRID,01-Nov-03,2003,11,M,NO,No,No,Violent
TSUGUNAI: ATONEMENT,1,0,0,1,,,ATLUS,SONY COMPUTER ENTERTAINMENT,RPG,RPG,01-Nov-01,2001,11,T,NO,No,No,Non violent
TUBE SLIDER,1,1,0,0,,,NEC GAMES,NPCUBE,RACING,ACTION ORIENTED RACING,01-Apr-03,2003,4,E,NO,No,No,Non violent
TUROK: EVOLUTION,3,1,1,1,TUROK,TUROK,ACCLAIM  ,ACCLAIM STUDIOS,SHOOTER,1ST PERSON SHOOTER,01-Aug-02,2002,8,M,NO,No,No,Violent
TWISTED METAL BLACK,1,0,0,1,TWISTED METAL,,SONY ,INCOG INC. ENTERTAINMENT,RACING,COMBAT ORIENTED RACING,01-Jun-01,2001,6,M,NO,No,Yes,Non violent
TY TASMANIAN TIGER,3,1,1,1,TY THE TASMANIAN TIGER,,ELECTRONIC ARTS,KROME STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,E,NO,No,Yes,Violent
TY TASMANIAN TIGER 2: BUSH RESCU,3,1,1,1,TY THE TASMANIAN TIGER,,ELECTRONIC ARTS,KROME STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-04,2004,10,E,NO,No,Yes,Violent
UEFA EURO 2004: PORTUGAL,2,0,1,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,SOCCER,01-May-04,2004,5,E,NO,No,Yes,Non violent
UFC: SUDDEN IMPACT,1,0,0,1,ULTIMATE FIGHTING CHAMPIONSHIP,,TAKE 2 INTERACTIVE ,OPUS,FIGHTING,FIGHT/HEAD TO HEAD,01-Apr-04,2004,4,T,NO,No,No,Violent
UFC: TAPOUT,1,0,1,0,ULTIMATE FIGHTING CHAMPIONSHIP,,CRAVE ,ANCHOR,FIGHTING,FIGHT/HEAD TO HEAD,01-Feb-02,2002,2,T,NO,No,No,Violent
UFC: TAPOUT 2,1,0,1,0,ULTIMATE FIGHTING CHAMPIONSHIP,,TAKE 2 INTERACTIVE ,DREAMFACTORY,FIGHTING,FIGHT/HEAD TO HEAD,01-Mar-03,2003,3,T,NO,No,No,Violent
UFC: THROWDOWN,2,1,0,1,ULTIMATE FIGHTING CHAMPIONSHIP,,CRAVE ,ANCHOR,FIGHTING,FIGHT/HEAD TO HEAD,01-Jun-02,2002,6,T,NO,No,No,Violent
ULTIMATE BEACH SOCCER,1,0,1,0,,,DREAMCATCHER INTERACTIVE,WANADOO EDITION,SPORTS,SOCCER,01-Oct-03,2003,10,E,NO,No,No,Non violent
ULTIMATE MUSCLE:LGNDS,1,1,0,0,ULTIMATE MUSCLE,ULTIMATE MUSCLE,BANDAI ,AKI,FIGHTING,WRESTLING,01-Jun-03,2003,6,T,NO,No,No,Violent
ULTRA BUST A MOVE,1,0,1,0,BUST A MOVE,,MAJESCO,TAITO,FAMILY ,PUZZLE GAMES,01-Nov-04,2004,11,E,YES,No,No,Non violent
UNDER THE SKIN,1,0,0,1,,,CAPCOM USA,CAPCOM PRODUCTION STUDIO 4,ACTION,GENERAL ACTION,01-Oct-04,2004,10,T,NO,No,No,Violent
UNISON:RHYTHM & DANCE,1,0,0,1,,,TECMO,TECMO,FAMILY ,MUSIC/DANCE GAMES,01-Mar-01,2001,3,E,NO,No,No,Non violent
UNIVERSAL STUDIO:PARK,1,1,0,0,,,KEMCO AMERICA,NAI'A DIGITAL WORKS,ACTION,GENERAL ACTION,01-Dec-01,2001,12,E,NO,No,No,Violent
UNLIMITED SAGA,1,0,0,1,,,SQUARE ENIX INC ,SQUARE ENIX,RPG,RPG,01-Jun-03,2003,6,T,NO,No,No,Non violent
UNREAL CHAMPIONSHIP,1,0,1,0,UNREAL,,ATARI,DIGITAL EXTREMES,SHOOTER,1ST PERSON SHOOTER,01-Nov-02,2002,11,M,YES,No,No,Violent
UNREAL II: THE AWAKENING,1,0,1,0,UNREAL,,ATARI,LEGEND ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Feb-04,2004,2,M,YES,No,No,Violent
UNREAL TOURNAMENT,1,0,0,1,UNREAL,,ATARI,EPIC GAMES,SHOOTER,1ST PERSON SHOOTER,01-Oct-00,2000,10,M,NO,No,No,Violent
VAMPIRE NIGHT,2,0,0,2,,,NAMCO,WOW ENTERTAINMENT,SHOOTER,OTHER SHOOTER,01-Nov-01,2001,11,T,NO,No,No,Violent
VAN HELSING,2,0,1,1,,OTHER,VIVENDI UNIVERSAL ,SAFFIRE,ACTION,GENERAL ACTION,01-May-04,2004,5,T,NO,Vivendi,Yes,Violent
VEXX,3,1,1,1,,,ACCLAIM  ,ACCLAIM STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Feb-03,2003,2,T,NO,No,No,Violent
VICTORIOUS BOXERS,1,0,0,1,,,EMPIRE INTERACTIVE,NEW CORPORATION,SPORTS,BOXING,01-Nov-01,2001,11,T,NO,No,No,Non violent
VIETCONG: PURPLE HAZE,2,0,1,1,VIETCONG,,TAKE 2 INTERACTIVE ,PTERODON,SHOOTER,SQUAD BASED COMBAT,01-Sep-04,2004,9,M,NO,No,No,Violent
VIEWTIFUL JOE,2,1,0,1,VIEWTIFUL JOE,,CAPCOM USA,CAPCOM PRODUCTION STUDIO 4,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-03,2003,8,T,NO,No,No,Violent
VIEWTIFUL JOE 2,2,1,0,1,VIEWTIFUL JOE,,CAPCOM USA,CLOVER STUDIO,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,T,NO,No,No,Violent
VIRTUA FIGHTER 4,1,0,0,1,VIRTUA FIGHTER,,SEGA OF AMERICA,AM2,FIGHTING,FIGHT/HEAD TO HEAD,01-Mar-02,2002,3,T,NO,No,No,Violent
VIRTUA FIGHTER 4: EVO,1,0,0,1,VIRTUA FIGHTER,,SEGA OF AMERICA,AM2,FIGHTING,FIGHT/HEAD TO HEAD,01-Aug-03,2003,8,T,NO,No,No,Violent
VIRTUA STRIKER 2002,1,1,0,0,VIRTUA STRIKE,WCS (WORLD CUP SOCCER),SEGA OF AMERICA,AMUSEMENT VISION,SPORTS,SOCCER,01-May-02,2002,5,E,NO,No,No,Non violent
VIRTUAL-ON MARZ,1,0,0,1,VIRTUAL ON,,SEGA OF AMERICA,HITMAKER,ACTION,GENERAL ACTION,01-Oct-03,2003,10,T,NO,No,No,Violent
VOODOO VINCE,1,0,1,0,,,MICROSOFT ,BEEP INDUSTRIES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-03,2003,9,T,NO,No,No,Violent
V-RALLY 3,2,0,1,1,V-RALLY,,ATARI,EDEN STUDIOS,RACING,ACTION ORIENTED RACING,01-Oct-02,2002,3,E,NO,No,No,Non violent
WAKEBOARDING UNLEASHED,2,0,1,1,,,ACTIVISION,SHABA GAMES,SPORTS,EXTREME SPORTS,01-Jun-03,2003,6,E,NO,No,No,Non violent
WALLACE & GROMIT IN PROJECT ZOO,3,1,1,1,,,BAM! ,FRONTIER DEVELOPMENTS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-03,2003,10,E,NO,No,No,Violent
WAR OF THE MONSTERS,1,0,0,1,,,SONY ,INCOG INC. ENTERTAINMENT,FIGHTING,FIGHT/HEAD TO HEAD,01-Jan-03,2003,1,T,NO,No,Yes,Violent
"WARHAMMER 40,000: FIRE WARRIOR",1,0,0,1,WARHAMMER,,THQ ,KUJU ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Nov-03,2003,11,M,YES,No,Yes,Violent
WARIO WORLD,1,1,0,0,WARIO,,NINTENDO OF AMERICA,TREASURE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jun-03,2003,6,E,NO,No,No,Violent
"WARIOWARE, INC: PARTY",1,1,0,0,WARIO,,NINTENDO OF AMERICA,NINTENDO COMPANY,FAMILY ,PARTY GAMES,01-Apr-04,2004,4,E,NO,No,No,Non violent
WARRIORS OF MIGHT & MAGIC,1,0,0,1,MIGHT & MAGIC,,THE 3DO COMPANY,THE 3DO COMPANY,RPG,RPG,01-Mar-01,2001,3,T,NO,No,No,Non violent
WAVE RACE: BLUE STORM,1,1,0,0,WAVE RACE,,NINTENDO OF AMERICA,NINTENDO SOFTWARE TECHNOLOGY,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,11,E,NO,No,No,Non violent
WAVE RALLY,1,0,0,1,,,EIDOS INTERACTIVE ,OPUS,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,11,E,NO,No,No,Non violent
WAY OF THE SAMURAI,1,0,0,1,WAY OF THE SAMURAI,,BAM! ,ACQUIRE,ACTION,GENERAL ACTION,01-May-02,2002,5,M,NO,No,No,Violent
WAY OF THE SAMURAI 2,1,0,0,1,WAY OF THE SAMURAI,,CAPCOM USA,ACQUIRE,ACTION,GENERAL ACTION,01-Jul-04,2004,7,M,NO,No,No,Violent
WDL: THUNDER TANKS,1,0,0,1,WORLD DESTRUCTION LEAGUE,,THE 3DO COMPANY,THE 3DO COMPANY,SHOOTER,MECHANIZED SHOOTER,01-Dec-00,2000,12,T,NO,No,No,Violent
WDL: WAR JETZ,1,0,0,1,WORLD DESTRUCTION LEAGUE,,THE 3DO COMPANY,,FLIGHT,AIR COMBAT SIMULATIONS,01-Jun-01,2001,6,T,NO,No,No,Non violent
WHACKED,1,0,1,0,,,MICROSOFT ,PRESTO STUDIOS,FIGHTING,FIGHT/HEAD TO HEAD,01-Oct-02,2002,10,T,YES,No,No,Violent
WHEEL OF FORTUNE,1,0,0,1,WHEEL OF FORTUNE,OTHER,ATARI,ARTECH STUDIOS,FAMILY ,QUIZ/GAME SHOW GAMES,01-Nov-03,2003,11,E,NO,No,No,Non violent
WHIPLASH,2,0,1,1,,,EIDOS INTERACTIVE ,CRYSTAL DYNAMICS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-03,2003,11,T,NO,No,No,Violent
WHIRL TOUR,2,1,0,1,,,CRAVE ,PAPAYA STUDIO,SPORTS,EXTREME SPORTS,01-Nov-02,2002,11,E,NO,No,No,Non violent
WHITEOUT,2,0,1,1,,,KONAMI DIGITAL ENT.,VICARIOUS VISIONS,SPORTS,EXTREME SPORTS,01-Nov-02,2002,11,T,NO,No,No,Non violent
WILD ARMS 3,1,0,0,1,WILD ARMS,,SONY ,MEDIA VISION,RPG,RPG,01-Oct-02,2002,10,T,NO,No,Yes,Non violent
WILD WILD RACING,1,0,0,1,,,INTERPLAY PRODUCTIONS,RAGE SOFTWARE,RACING,ACTION ORIENTED RACING,01-Oct-00,2000,10,E,NO,No,No,Non violent
WINBACK: COVERT OPERATION,1,0,0,1,,,KOEI,KOEI,ACTION,STEALTH ACTION,01-Mar-01,2001,3,T,NO,No,No,Violent
WINGS OF WAR,1,0,1,0,,,TAKE 2 INTERACTIVE ,SILVER WISH GAMES,FLIGHT,AIR COMBAT SIMULATIONS,01-Sep-04,2004,9,T,NO,No,No,Non violent
WINNING ELEVEN 6 INTL,1,0,0,1,WORLD SOCCER WINNING ELEVEN,WCS (WORLD CUP SOCCER),KONAMI DIGITAL ENT.,KONAMI,SPORTS,SOCCER,01-Mar-03,2003,3,E,NO,No,No,Non violent
WIPEOUT FUSION,1,0,0,1,WIPEOUT,,BAM! ,SONY COMPUTER ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Jun-02,2002,6,E,NO,No,No,Non violent
WIZARDRY: FORSAKEN,1,0,0,1,WIZARDRY,,ATLUS,RACDYM,RPG,RPG,01-Dec-01,2001,12,T,NO,No,No,Non violent
WOLFENSTEIN:OPERATION,1,0,0,1,WOLFENSTEIN,,ACTIVISION,RASTER PRODUCTIONS,SHOOTER,1ST PERSON SHOOTER,01-May-03,2003,5,M,NO,No,No,Violent
WOLFENSTEIN:TIDES WAR,1,0,1,0,WOLFENSTEIN,,ACTIVISION,NERVE SOFTWARE,SHOOTER,1ST PERSON SHOOTER,01-May-03,2003,5,M,YES,No,No,Violent
